QBER,Key_Length,Errors,Attack
1.3059701492537312,536,7,0
3.9840637450199203,502,20,0
2.5691699604743086,506,13,0
1.7307692307692308,520,9,0
2.231237322515213,493,11,0
1.7374517374517375,518,9,0
1.3861386138613863,505,7,0
1.411290322580645,496,7,0
1.556420233463035,514,8,0
3.4951456310679614,515,18,0
1.1494252873563218,522,6,0
1.5686274509803921,510,8,0
2.75049115913556,509,14,0
1.5037593984962405,532,8,0
2.10727969348659,522,11,0
3.0737704918032787,488,15,0
2.8680688336520075,523,15,0
2.2222222222222223,540,12,0
0.625,480,3,0
1.1673151750972763,514,6,0
0.38022813688212925,526,2,0
2.272727272727273,528,12,0
1.3282732447817838,527,7,0
1.9569471624266144,511,10,0
0.9689922480620154,516,5,0
1.8072289156626504,498,9,0
